Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.medication.json	14029	-	0	0	0	0	0	0	13	61	0	0	0	0	0	0	0	1	0	0	114	104	0	0	0	8	0	1
fsh-generated/resources/CodeSystem-medication-line-origin-type.json	643	4	1	0	1	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	15	2269	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-medication-type.json	763	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	143	0	0	1	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-communitypharmacy-1med.json	3081	4	0	0	0	0	0	0	1	694	0	0	0	0	0	0	0	0	0	0	16	16	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-hospital.json	3050	5	1	0	0	0	0	0	0	3285	0	0	0	0	0	0	0	0	0	0	16	9	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-minimal-dispense.json	937	2	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	14	7	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-1.json	2650	2	0	0	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	16	5	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medicationdispense-example-2.json	3380	4	0	0	0	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	27	8	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cnk-codes.json	559	3	0	0	0	0	14	0	1	5	266	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cti-extended-code.json	1075	4	0	0	0	0	2	0	0	4	9	0	0	0	0	0	0	0	0	0	15	7	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-be-ns-prescription-ids.json	570	2	1	0	0	0	2	0	0	4	8	0	0	0	0	0	0	0	0	0	16	6	0	0	0	0	0	0
