Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
/fsh-generated/resources/ImplementationGuide-hl7.fhir.be.medication.json	8702	-	0	0	0	0	0	0	5	50	0	0	0	0	0	0	0	1	0	0	91	80	0	0	0	4	0	1
fsh-generated/resources/MedicationDispense-example-dispense-communitypharmacy-1med.json	3138	16	0	0	0	0	0	0	0	581	0	0	0	0	0	0	0	0	0	0	21	21	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-hospital.json	3058	15	1	0	0	0	0	0	1	1971	0	0	0	0	0	0	0	0	0	0	17	14	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-dispense-with-atc.json	1026	8	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	10	9	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-example-minimal-dispense.json	937	11	0	0	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	9	9	0	0	0	0	0	0
fsh-generated/resources/MedicationDispense-medication-dispense-example-2.json	3381	16	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	18	15	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cnk-codes.json	559	14	0	0	0	0	15	0	0	6	234	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-cti-extended-code.json	1075	14	0	0	0	0	4	0	1	4	9	0	0	0	0	0	0	0	0	0	11	10	0	0	0	0	0	0
fsh-generated/resources/NamingSystem-be-ns-prescription-ids.json	570	2	1	0	0	0	4	0	0	4	10	0	0	0	0	0	0	0	0	0	10	9	0	0	0	1	0	0
fsh-generated/resources/NamingSystem-be-ns-product-package-type.json	585	2	0	0	0	0	4	0	0	4	9	0	0	0	0	0	0	0	0	0	10	10	0	0	0	0	0	0
fsh-generated/resources/Organization-apotheek-onder-de-toren.json	559	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	8	9	0	0	0	0	0	0
fsh-generated/resources/StructureDefinition-be-medicationdispense.json	7409	4	0	0	0	0	0	149	0	126	0	0	1	0	0	0	0	4	0	0	658	2233	0	0	0	25	1	2
fsh-generated/resources/StructureDefinition-be-model-medication-dispense.json	8291	6	0	0	0	0	0	30	0	24	0	0	0	0	0	0	0	1	0	0	190	335	0	0	0	6	0	1
fsh-generated/resources/ValueSet-be-vs-dispenser-types.json	1060	3	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	18	2973	0	0	0	1	0	0
